Movie Name,Genre,Studio,Country,Primary Language,Release Year,Duration,Avg Rating,Raters,Fans,Watched,Lists,Likes
50/50,Comedy,Summit Entertainment,USA,English,2011,"
					
					100 mins",3.59,"189,630 ratings",567 fans,"343,154 members","30,730 lists","64,721 members"
Forgetting Sarah Marshall,Drama,Universal Pictures,USA,English,2008,"
					
					111 mins",3.29,"209,323 ratings",1.4K fans,"396,033 members","41,412 lists","71,230 members"
Women on the Verge of a Nervous Breakdown,Comedy,El Deseo,Spain,Spanish,1988,"
					
					88 mins",4.08,"125,895 ratings",4.4K fans,"173,750 members","55,505 lists","66,219 members"
At Eternity’s Gate,Drama,Iconoclast,France,English,2018,"
					
					111 mins",3.74,"111,266 ratings",1.4K fans,"154,330 members","34,630 lists","46,262 members"
The Babysitter,Horror,Wonderland Sound and Vision,USA,English,2017,"
					
					85 mins",2.73,"232,990 ratings",261 fans,"367,170 members","42,167 lists","56,033 members"
Steve Jobs,Drama,Universal Pictures,UK,English,2015,"
					
					122 mins",3.62,"186,061 ratings",808 fans,"308,783 members","43,672 lists","58,047 members"
The Kissing Booth,Romance,Komixx Entertainment,UK,English,2018,"
					
					105 mins",1.59,"259,732 ratings",296 fans,"470,359 members","27,762 lists","26,264 members"
Puss in Boots,Adventure,DreamWorks Animation,USA,English,2011,"
					
					90 mins",3.12,"231,541 ratings",304 fans,"449,541 members","40,353 lists","57,833 members"
Meet the Robinsons,Animation,Walt Disney Pictures,USA,English,2007,"
					
					95 mins",3.47,"222,980 ratings",2.4K fans,"494,178 members","49,862 lists","89,038 members"
The Day After Tomorrow,Action,20th Century Fox,USA,English,2004,"
					
					124 mins",2.91,"230,164 ratings",613 fans,"482,338 members","31,229 lists","51,256 members"
The Muppet Christmas Carol,Drama,Walt Disney Pictures,UK,English,1992,"
					
					86 mins",3.94,"169,064 ratings",1.5K fans,"292,645 members","54,077 lists","84,675 members"
Freaky,Thriller,Universal Pictures,USA,English,2020,"
					
					102 mins",3.09,"175,127 ratings",105 fans,"229,861 members","50,732 lists","52,079 members"
Meet the Parents,Comedy,Universal Pictures,USA,English,2000,"
					
					108 mins",3.28,"223,741 ratings",211 fans,"476,414 members","31,968 lists","62,449 members"
Transformers: Rise of the Beasts,Action,Skydance Media,USA,English,2023,"
					
					127 mins",2.67,"176,044 ratings",259 fans,"213,172 members","53,939 lists","41,700 members"
The Beguiled,Drama,FR Productions,USA,English,2017,"
					
					93 mins",3.35,"123,563 ratings",180 fans,"182,778 members","44,198 lists","33,162 members"
The Assassination of Jesse James by the Coward Robert Ford,Drama,Plan B Entertainment,Canada,English,2007,"
					
					160 mins",4.02,"126,884 ratings",2.5K fans,"197,069 members","51,495 lists","53,362 members"
It’s Such a Beautiful Day,Comedy,Bitter Films,USA,English,2012,"
					
					62 mins",4.38,"81,886 ratings",5.9K fans,"118,052 members","51,092 lists","49,320 members"
Liar Liar,Comedy,Universal Pictures,USA,English,1997,"
					
					86 mins",3.28,"218,922 ratings",335 fans,"448,542 members","29,241 lists","65,777 members"
Mother,Drama,Barunson E&A,South Korea,Korean,2009,"
					
					129 mins",4.16,"118,264 ratings",922 fans,"162,234 members","51,419 lists","50,397 members"
The Autopsy of Jane Doe,Horror,IM Global,UK,English,2016,"
					
					86 mins",3.2,"187,601 ratings",428 fans,"275,191 members","43,978 lists","52,651 members"
Batman Forever,Fantasy,Warner Bros. Pictures,USA,English,1995,"
					
					121 mins",2.46,"208,582 ratings",337 fans,"397,428 members","68,460 lists","44,184 members"
Mortal Kombat,Adventure,Atomic Monster,USA,English,2021,"
					
					110 mins",2.42,"203,812 ratings",94 fans,"270,764 members","38,608 lists","39,108 members"
Yes Man,Comedy,Warner Bros. Pictures,UK,English,2008,"
					
					104 mins",3.07,"226,600 ratings",436 fans,"483,745 members","24,325 lists","56,821 members"
The Dictator,Comedy,Paramount,UK,English,2012,"
					
					83 mins",2.84,"241,524 ratings",405 fans,"436,234 members","20,980 lists","50,403 members"
Lincoln,Drama,DreamWorks Pictures,India,English,2012,"
					
					149 mins",3.56,"157,665 ratings",303 fans,"282,929 members","54,761 lists","43,478 members"
The Crow,Action,Entertainment Media Investment Corporation,UK,English,1994,"
					
					102 mins",3.74,"146,587 ratings",8K fans,"230,061 members","51,496 lists","72,787 members"
Days of Heaven,Romance,Paramount,USA,English,1978,"
					
					94 mins",4.12,"99,597 ratings",1.9K fans,"142,769 members","66,969 lists","45,341 members"
Annabelle,Horror,Atomic Monster,USA,English,2014,"
					
					99 mins",2.37,"232,162 ratings",149 fans,"416,222 members","47,115 lists","34,084 members"
Blood Diamond,Action,Virtual Studios,Germany,English,2006,"
					
					143 mins",3.68,"206,905 ratings",633 fans,"371,906 members","30,796 lists","60,863 members"
A Few Good Men,Drama,David Brown Productions,USA,English,1992,"
					
					138 mins",3.98,"159,095 ratings",1.9K fans,"256,568 members","46,542 lists","62,479 members"
The Good Dinosaur,Adventure,Pixar,USA,English,2015,"
					
					93 mins",2.86,"218,208 ratings",212 fans,"398,456 members","62,347 lists","45,629 members"
The Town,Thriller,Legendary Pictures,UK,English,2010,"
					
					125 mins",3.65,"199,115 ratings",729 fans,"313,712 members","39,850 lists","62,541 members"
Elephant,Crime,HBO Films,USA,English,2003,"
					
					81 mins",3.56,"131,767 ratings",1.1K fans,"205,405 members","44,478 lists","44,114 members"
Gerald’s Game,Thriller,Intrepid Pictures,USA,English,2017,"
					
					104 mins",3.12,"196,897 ratings",158 fans,"300,501 members","43,788 lists","46,993 members"
The Strangers,Thriller,Intrepid Pictures,USA,English,2008,"
					
					86 mins",2.96,"176,249 ratings",853 fans,"268,757 members","48,695 lists","46,157 members"
Bill & Ted’s Excellent Adventure,Science Fiction,Orion Pictures,USA,English,1989,"
					
					90 mins",3.64,"166,657 ratings",2.6K fans,"291,695 members","48,583 lists","83,301 members"
The Karate Kid,Drama,Jerry Weintraub Productions,China,English,2010,"
					
					140 mins",2.95,"249,630 ratings",840 fans,"542,712 members","23,558 lists","56,801 members"
Spy Kids,Family,Troublemaker Studios,USA,English,2001,"
					
					88 mins",2.93,"218,752 ratings",476 fans,"564,301 members","32,364 lists","64,553 members"
High School Musical 3: Senior Year,Family,Walt Disney Pictures,USA,English,2008,"
					
					111 mins",3.09,"200,635 ratings",2.1K fans,"497,260 members","40,423 lists","66,014 members"
Moonstruck,Drama,Star Partners,USA,English,1987,"
					
					102 mins",3.77,"118,326 ratings",4.3K fans,"184,470 members","58,815 lists","56,464 members"
Transformers: Revenge of the Fallen,Action,DreamWorks Pictures,USA,English,2009,"
					
					149 mins",2.39,"238,292 ratings",575 fans,"471,400 members","42,112 lists","42,531 members"
Dumb Money,Drama,Black Bear Pictures,USA,English,2023,"
					
					104 mins",3.27,"149,475 ratings",44 fans,"175,592 members","41,115 lists","39,127 members"
A Woman Under the Influence,Drama,Faces International Films,USA,English,1974,"
					
					155 mins",4.39,"73,998 ratings",3.3K fans,"107,341 members","66,318 lists","41,440 members"
Uptown Girls,Drama,GreeneStreet Films,USA,English,2003,"
					
					92 mins",3.82,"132,213 ratings",5.5K fans,"212,402 members","40,307 lists","74,904 members"
Fast & Furious 6,Crime,Relativity Media,USA,English,2013,"
					
					131 mins",3.06,"217,778 ratings",208 fans,"404,980 members","49,107 lists","53,076 members"
Wild Strawberries,Drama,SF Studios,Sweden,Swedish,1957,"
					
					91 mins",4.33,"111,582 ratings",2.8K fans,"167,722 members","72,481 lists","56,085 members"
Horrible Bosses,Crime,New Line Cinema,USA,English,2011,"
					
					98 mins",3.07,"224,062 ratings",233 fans,"427,098 members","27,109 lists","56,026 members"
Rye Lane,Comedy,Searchlight Pictures,UK,English,2023,"
					
					82 mins",3.88,"116,561 ratings",939 fans,"135,763 members","52,468 lists","51,631 members"
The Hangover Part III,Comedy,Green Hat Films,USA,English,2013,"
					
					100 mins",2.57,"240,254 ratings",146 fans,"454,504 members","25,299 lists","46,279 members"
Mulan,Action,Walt Disney Pictures,USA,English,2020,"
					
					115 mins",2.23,"203,238 ratings",113 fans,"313,684 members","36,657 lists","24,978 members"
Extraction,Thriller,AGBO,USA,English,2020,"
					
					116 mins",3.08,"214,686 ratings",246 fans,"300,836 members","32,287 lists","51,749 members"
Amores Perros,Thriller,Altavista Films,Mexico,Spanish,2000,"
					
					154 mins",4.15,"136,464 ratings",3.5K fans,"202,615 members","56,144 lists","65,376 members"
Pain and Glory,Drama,El Deseo,Spain,Spanish,2019,"
					
					114 mins",4.06,"130,679 ratings",1.5K fans,"179,482 members","56,573 lists","57,586 members"
Frankenweenie,Comedy,Tim Burton Productions,USA,English,2012,"
					
					87 mins",3.4,"188,451 ratings",676 fans,"383,245 members","53,541 lists","66,146 members"
The Woman King,History,TriStar Pictures,Canada,English,2022,"
					
					135 mins",3.68,"142,397 ratings",503 fans,"173,827 members","45,950 lists","50,786 members"
The Fighter,Drama,The Weinstein Company,USA,English,2010,"
					
					116 mins",3.82,"179,026 ratings",254 fans,"288,116 members","41,513 lists","57,297 members"
The Secret Life of Pets,Family,Illumination,USA,English,2016,"
					
					86 mins",2.77,"239,759 ratings",144 fans,"506,119 members","31,853 lists","45,022 members"
Surf’s Up,Comedy,Columbia Pictures,Canada,English,2007,"
					
					85 mins",3.54,"197,026 ratings",5.7K fans,"409,603 members","36,186 lists","76,859 members"
Death Becomes Her,Comedy,Universal Pictures,USA,English,1992,"
					
					104 mins",3.63,"141,283 ratings",2.2K fans,"229,946 members","51,380 lists","65,149 members"
The Impossible,Adventure,Summit Entertainment,Spain,English,2012,"
					
					113 mins",3.58,"212,160 ratings",779 fans,"353,097 members","31,915 lists","60,048 members"
DodgeBall: A True Underdog Story,Comedy,20th Century Fox,USA,English,2004,"
					
					92 mins",3.18,"218,178 ratings",689 fans,"428,874 members","31,717 lists","69,041 members"
Billy Elliot,Drama,StudioCanal,France,English,2000,"
					
					110 mins",4.01,"163,671 ratings",4.9K fans,"314,925 members","40,502 lists","78,815 members"
Lady and the Tramp,Romance,Walt Disney Productions,USA,English,1955,"
					
					76 mins",3.52,"197,883 ratings",607 fans,"539,252 members","48,194 lists","66,737 members"
Hellboy,Fantasy,Columbia Pictures,Czechia,English,2004,"
					
					122 mins",3.4,"202,416 ratings",712 fans,"396,962 members","42,875 lists","72,365 members"
Le Samouraï,Crime,Compagnie Industrielle et Commerciale Cinématographique,France,French,1967,"
					
					105 mins",4.25,"109,346 ratings",2.8K fans,"150,941 members","63,403 lists","55,643 members"
City Lights,Drama,Charles Chaplin Productions,USA,No spoken language,1931,"
					
					87 mins",4.34,"115,897 ratings",1.9K fans,"188,547 members","80,920 lists","57,315 members"
Life,Science Fiction,Columbia Pictures,USA,English,2017,"
					
					104 mins",3.01,"195,982 ratings",130 fans,"293,219 members","35,647 lists","41,158 members"
Anomalisa,Romance,Starburns Industries,USA,English,2015,"
					
					90 mins",3.86,"122,198 ratings",773 fans,"179,701 members","51,616 lists","47,206 members"
Close-Up,Drama,Kanoon,Iran,Persian (Farsi),1990,"
					
					98 mins",4.41,"79,355 ratings",3.7K fans,"113,884 members","59,900 lists","47,133 members"
The Danish Girl,Drama,Pretty Pictures,Belgium,English,2015,"
					
					119 mins",3.36,"180,065 ratings",878 fans,"326,840 members","31,231 lists","53,411 members"
The Third Man,Mystery,London Films Productions,UK,English,1949,"
					
					104 mins",4.27,"120,388 ratings",2.8K fans,"183,947 members","81,997 lists","56,687 members"
I Know What You Did Last Summer,Mystery,Summer Knowledge LLC,USA,English,1997,"
					
					101 mins",2.91,"169,957 ratings",419 fans,"299,667 members","51,027 lists","44,543 members"
Aquaman and the Lost Kingdom,Fantasy,Warner Bros. Pictures,USA,English,2023,"
					
					124 mins",2.2,"159,431 ratings",53 fans,"189,089 members","54,545 lists","22,841 members"
Texas Chainsaw Massacre,Thriller,Legendary Pictures,USA,English,2022,"
					
					83 mins",1.83,"182,942 ratings",57 fans,"234,061 members","46,798 lists","21,295 members"
Clerks,Comedy,View Askew Productions,USA,English,1994,"
					
					92 mins",3.81,"151,294 ratings",3.2K fans,"267,094 members","52,678 lists","70,134 members"
Black Christmas,Thriller,August Films,Canada,English,1974,"
					
					98 mins",3.82,"121,808 ratings",1.6K fans,"161,906 members","78,104 lists","58,049 members"
The Wrestler,Drama,Wild Bunch,USA,English,2008,"
					
					109 mins",4.06,"159,355 ratings",1.1K fans,"247,933 members","50,302 lists","63,419 members"
Chip ’n Dale: Rescue Rangers,Animation,Walt Disney Pictures,USA,English,2022,"
					
					99 mins",3.25,"168,803 ratings",63 fans,"216,938 members","43,381 lists","52,223 members"
Dawn of the Dead,Horror,Dawn Associates,Italy,English,1978,"
					
					127 mins",3.97,"127,240 ratings",2.7K fans,"213,911 members","80,735 lists","60,275 members"
She’s All That,Romance,Tapestry Films,USA,English,1999,"
					
					95 mins",2.87,"163,246 ratings",643 fans,"316,833 members","41,237 lists","47,844 members"
Flushed Away,Adventure,DreamWorks Animation,UK,English,2006,"
					
					84 mins",3.13,"211,570 ratings",1.1K fans,"474,158 members","37,924 lists","61,405 members"
Not Okay,Drama,Makeready,USA,English,2022,"
					
					100 mins",2.86,"157,336 ratings",48 fans,"205,239 members","30,238 lists","29,910 members"
Zero Dark Thirty,Drama,Annapurna Pictures,USA,English,2012,"
					
					157 mins",3.67,"179,626 ratings",341 fans,"299,078 members","47,795 lists","51,964 members"
First Blood,War,Carolco Pictures,USA,English,1982,"
					
					93 mins",3.81,"181,261 ratings",1K fans,"307,781 members","47,134 lists","69,752 members"
Wolfwalkers,Animation,Cartoon Saloon,China,English,2020,"
					
					103 mins",4.19,"110,618 ratings",1.5K fans,"143,291 members","52,170 lists","58,850 members"
Fast & Furious,Action,dentsu,Japan,English,2009,"
					
					107 mins",2.84,"209,318 ratings",233 fans,"402,335 members","44,258 lists","45,575 members"
The Croods,Adventure,DreamWorks Animation,USA,English,2013,"
					
					98 mins",3.03,"228,719 ratings",264 fans,"486,408 members","37,257 lists","53,381 members"
Ice Age: Dawn of the Dinosaurs,Comedy,Blue Sky Studios,USA,English,2009,"
					
					94 mins",3.09,"228,974 ratings",354 fans,"562,717 members","31,203 lists","54,714 members"
Lemony Snicket’s A Series of Unfortunate Events,Family,Paramount,Germany,English,2004,"
					
					108 mins",3.25,"209,546 ratings",1K fans,"491,207 members","32,626 lists","68,018 members"
