Movie Name,Genre,Studio,Country,Primary Language,Release Year,Avg Rating,Raters,Fans,Watched,Lists,Likes,Duration (minutes)
Apocalypse Now,Drama,United Artists,USA,English,1979,4.44,551674,26000,841262,217341,287560,147
Five Nights at Freddy’s,Horror,Blumhouse Productions,USA,English,2023,2.56,665452,3000,782069,107815,186307,110
Deadpool 2,Action,Maximum Effort,USA,English,2018,3.49,914290,1500,1576415,123875,376109,120
The Worst Person in the World,Drama,Oslo Pictures,Denmark,Norwegian,2021,4.13,505865,21000,636445,159409,242069,128
Toy Story 3,Comedy,Pixar,USA,English,2010,3.99,911692,3600,1927969,179289,418507,103
Jennifer’s Body,Horror,Fox Atomic,USA,English,2009,3.42,653561,13000,1025956,181396,307600,107
About Time,Fantasy,Universal Pictures,UK,English,2013,4.0,669112,38000,1019064,158927,357678,123
The Florida Project,Drama,Cre Film,USA,English,2017,4.1,559586,17000,774294,173783,302953,112
The Hateful Eight,Mystery,The Weinstein Company,USA,English,2015,3.94,762551,7400,1153286,176910,349307,188
Zootopia,Animation,Walt Disney Animation Studios,USA,English,2016,3.7,908727,3000,1765065,111126,393709,109
Turning Red,Family,Walt Disney Pictures,USA,English,2022,3.52,750354,1900,1074992,156671,289411,100
In the Mood for Love,Drama,Block 2 Pictures,France,Cantonese,2000,4.4,477460,36000,652852,210421,286315,99
"Girl, Interrupted",Drama,Red Wagon Entertainment,USA,English,1999,3.89,604079,30000,908606,130421,333763,127
Booksmart,Comedy,Annapurna Pictures,USA,English,2019,3.75,657169,8400,977399,173116,327406,102
Raiders of the Lost Ark,Adventure,Paramount,USA,English,1981,4.16,765126,14000,1361750,217838,401220,115
Star Wars: The Rise of Skywalker,Adventure,Lucasfilm Ltd.,USA,English,2019,2.36,877741,512,1429081,186989,184286,142
Triangle of Sadness,Drama,30WEST,Denmark,English,2022,3.69,593078,2900,732684,139318,199668,147
The Virgin Suicides,Romance,American Zoetrope,USA,English,1999,3.83,518921,29000,769576,160341,273527,97
Isle of Dogs,Comedy,Studio Babelsberg,Germany,English,2018,3.97,620929,9500,909473,161890,324807,101
Star Wars: Episode II – Attack of the Clones,Action,Lucasfilm Ltd.,USA,English,2002,2.82,855800,2200,1544217,177180,266141,142
Licorice Pizza,Romance,Metro-Goldwyn-Mayer,Canada,English,2021,3.59,562003,2500,724002,162960,197290,133
The Northman,Fantasy,New Regency Pictures,USA,English,2022,3.79,597695,2600,740032,156273,231247,137
The Pianist,Drama,Canal+ Polska,France,English,2002,4.37,591464,12000,955571,130675,293680,150
The Handmaiden,Thriller,Moho Film,South Korea,Korean,2016,4.41,455151,30000,605389,186580,256590,145
Iron Man 3,Action,Marvel Studios,USA,English,2013,3.01,885388,890,1711623,202157,277412,130
Beautiful Boy,Drama,Plan B Entertainment,USA,English,2018,3.9,566903,21000,769499,114593,277911,119
Incredibles 2,Animation,Walt Disney Pictures,USA,English,2018,3.44,866064,259,1674310,131622,325252,118
Suicide Squad,Adventure,Warner Bros. Pictures,USA,English,2016,2.05,964088,916,1715090,117289,169721,122
The Royal Tenenbaums,Drama,Touchstone Pictures,USA,English,2001,4.1,577012,22000,882371,190691,315972,110
Sound of Metal,Music,Flat 7,USA,English,2019,4.19,539391,11000,683357,136386,262973,120
TÁR,Music,Focus Features,USA,English,2022,3.95,469153,4500,579742,160630,180206,158
Spider-Man 3,Science Fiction,Laura Ziskin Productions,USA,English,2007,3.03,836685,2400,1588520,168840,275006,139
Moana,Animation,Walt Disney Pictures,USA,English,2016,3.71,849015,3600,1646017,113811,365369,107
Gladiator,Action,Universal Pictures,UK,English,2000,4.11,744892,15000,1251057,157293,332711,155
Thor,Fantasy,Marvel Studios,USA,English,2011,2.78,882212,236,1724645,192042,234760,115
Iron Man 2,Adventure,Marvel Studios,USA,English,2010,2.87,871758,528,1731304,194521,247368,124
Charlie and the Chocolate Factory,Fantasy,Warner Bros. Pictures,UK,English,2005,3.22,890502,3900,1879644,84079,304926,115
Toy Story 2,Family,Pixar,USA,English,1999,3.93,840949,2900,1870268,150306,379734,92
"tick, tick…BOOM!",Drama,Imagine Entertainment,USA,English,2021,3.82,589500,8900,789874,124167,275663,115
The Art of Self-Defense,Thriller,End Cue,USA,English,2019,3.55,75841,248,98931,23573,27443,104
Four Lions,Crime,Warp Films,France,English,2010,3.87,81098,910,116591,21190,29983,97
The Hunger,Drama,Metro-Goldwyn-Mayer,USA,English,1983,3.56,49169,523,72464,36833,22035,96
20th Century Girl,Drama,Yong Film Inc.,South Korea,Korean,2022,3.93,79496,2700,96133,15852,38277,119
Hotel Transylvania 3: Summer Vacation,Comedy,Columbia Pictures,USA,English,2018,2.58,119294,71,227648,22613,20889,97
Bright,Fantasy,Clubhouse Pictures,USA,English,2017,2.28,130053,33,217959,13608,17609,117
La Strada,Drama,Ponti-De Laurentiis Cinematografica,Italy,Italian,1954,4.17,57078,919,88425,43829,26315,115
Birth,Drama,Academy Films,Germany,English,2004,3.68,50338,509,70897,19194,19354,100
Sound of Freedom,Drama,Santa Fe Films,USA,English,2023,3.27,81727,158,96830,18349,21051,131
War Horse,War,DreamWorks Pictures,India,English,2011,3.31,97438,382,184581,32912,24177,146
Bedtime Stories,Fantasy,Walt Disney Pictures,USA,English,2008,2.73,121315,112,289123,19352,27071,99
Dogma,Adventure,View Askew Productions,USA,English,1999,3.5,88188,757,163740,24303,34790,130
Spy Kids 2: The Island of Lost Dreams,Action,Dimension Films,USA,English,2002,2.75,116015,239,296572,18340,29381,100
Teenage Mutant Ninja Turtles,Comedy,Nickelodeon Movies,USA,English,2014,2.34,125380,87,227799,21415,17704,101
Delicatessen,Fantasy,Victoires Productions,France,French,1991,3.81,63967,785,107641,30460,26684,99
Lara Croft: Tomb Raider,Adventure,Paramount,Germany,English,2001,2.61,109930,200,255545,18785,20386,100
Night Swim,Horror,Atomic Monster,USA,English,2024,1.74,79355,7,89491,24550,6554,98
The Voyeurs,Thriller,Divide / Conquer,USA,English,2021,2.65,86024,102,108630,12687,14474,117
The Big Sleep,Thriller,Warner Bros. Pictures,USA,English,1946,3.97,58539,395,95395,41843,24309,114
Happy as Lazzaro,Drama,Ad Vitam Production,France,Italian,2018,3.99,54038,1500,74565,26358,25847,128
"Angus, Thongs and Perfect Snogging",Family,Stella-del-Süd,UK,English,2008,3.29,82510,1200,168059,28082,33797,100
Just Mercy,Drama,Netter Productions,USA,English,2019,3.8,84094,280,112748,22283,28423,137
Fried Green Tomatoes,Drama,Universal Pictures,USA,English,1991,3.87,64530,2400,110593,26275,31814,130
Friday the 13th Part III,Thriller,Jason Productions,USA,English,1982,2.71,90183,210,135423,49325,24368,95
The Goldfinch,Drama,Color Force,USA,English,2019,3.02,69755,1500,95360,17807,21030,149
A Taxi Driver,Drama,The LAMP,South Korea,Korean,2017,4.16,58579,620,76736,18758,25579,138
Child’s Play,Thriller,KatzSmith Productions,Canada,English,2019,2.54,99780,14,144213,33950,18664,90
Isn’t It Romantic,Romance,New Line Cinema,USA,English,2019,2.39,115200,37,216751,18585,16786,89
Assault on Precinct 13,Crime,Overseas FilmGroup,USA,English,1976,3.81,71112,252,99303,35517,29616,91
Assassination Nation,Thriller,Bron Studios,Canada,English,2018,3.01,71077,669,96823,24607,22420,108
Gnomeo & Juliet,Animation,Touchstone Pictures,Canada,English,2011,2.68,109211,653,243104,18716,25591,84
Being There,Comedy,United Artists,Germany,English,1979,4.06,50612,819,79032,37364,23125,130
Crank,Thriller,Lakeshore Entertainment,USA,English,2006,3.23,97524,305,172149,19136,28894,87
The Mask of Zorro,Action,TriStar Pictures,USA,English,1998,3.34,101443,414,228130,20099,30810,136
Terminator Genisys,Adventure,Paramount,Canada,English,2015,2.19,117574,19,194797,25322,13101,126
Showing Up,Comedy,filmscience,USA,English,2022,3.53,41713,183,54909,28037,15964,108
Sanctuary,Thriller,Rumble Films,France,English,2022,3.44,51310,229,61951,21262,17702,96
Good Morning,Family,Shochiku,Japan,Japanese,1959,4.18,41080,714,57407,29772,23042,94
The Other Woman,Comedy,LBI Productions,USA,English,2014,2.91,96662,409,191178,21682,25926,109
Hunger,Drama,Blast! Films,Ireland,English,2008,4.01,60401,333,93277,28285,21712,96
Funny Face,Romance,Paramount,USA,English,1957,3.63,54985,1500,92249,29235,25032,103
A Nightmare on Elm Street,Mystery,Platinum Dunes,USA,English,2010,2.07,107088,95,186065,34249,14207,95
Hanna,Thriller,Focus Features,Germany,English,2011,3.37,88603,407,164484,19484,26381,111
Infernal Affairs,Thriller,Media Asia Films,Hong Kong,Cantonese,2002,4.01,64414,535,91698,25426,24795,101
Jupiter Ascending,Science Fiction,Warner Bros. Pictures,USA,English,2015,2.02,104907,104,189849,22123,13677,127
Fitzcarraldo,Drama,Werner Herzog Filmproduktion,Germany,German,1982,4.13,49450,849,76775,34154,21633,157
The Outfit,Drama,Focus Features,UK,English,2022,3.53,73630,117,89240,21028,22485,106
Pleasure,Drama,Film i Väst,France,Swedish,2021,3.4,66274,58,85121,20100,15206,108
Mary Queen of Scots,History,Focus Features,China,English,2018,3.05,73274,51,111261,20669,14061,124
The BFG,Fantasy,Walt Disney Pictures,India,English,2016,2.7,105817,27,204773,27555,17397,117
Layer Cake,Crime,Marv,UK,English,2004,3.5,91643,387,136009,17738,25428,105
Cannibal Holocaust,Horror,F.D. Cinematografica,Colombia,Italian,1980,2.73,69076,486,108951,33350,15534,96
Laurence Anyways,Romance,MK2 Films,Canada,French,2012,4.02,50806,1800,76421,23116,25825,168
Sex and the City,Romance,Darren Star Productions,USA,English,2008,2.99,87821,528,178576,17566,24305,146
Elle,Thriller,France 2 Cinéma,Belgium,French,2016,3.71,72738,153,105830,29298,20838,131
Phenomena,Horror,DACFILM Rome,Italy,Danish,1985,3.61,52534,594,73250,36401,23005,110
"Night Is Short, Walk on Girl",Romance,Science SARU,Japan,Japanese,2017,4.17,45743,2000,62339,25231,26632,93
The Nightingale,Thriller,Causeway Films,Australia,English,2018,3.72,58442,266,75382,27607,18898,136
Cobweb,Horror,Point Grey Pictures,USA,English,2023,2.77,78976,20,91635,23937,16285,88
Team America: World Police,Action,Paramount,USA,English,2004,3.46,99526,216,187767,22359,32885,97
Upstream Color,Drama,erbp,USA,English,2013,3.61,47536,623,74278,25266,18027,96
Child’s Play 2,Horror,Universal Pictures,USA,English,1990,3.2,95761,612,159274,40222,32881,84
Tron,Adventure,Lisberger/Kushner Productions,USA,English,1982,3.18,81851,470,160342,26503,25910,96
Salt,Mystery,Wintergreen Productions,USA,English,2010,2.87,110150,275,226055,15694,21775,100
Certified Copy,Drama,MK2 Films,Belgium,French,2010,4.08,50005,962,72437,31901,23707,106
The Dead Zone,Science Fiction,Lorimar Film Entertainment,Canada,English,1983,3.53,71209,65,106425,34115,24157,103
The Bridges of Madison County,Drama,Amblin Entertainment,USA,English,1995,4.01,61906,1600,94565,27961,29166,135
This Is England,Crime,EM Media,UK,English,2006,4.05,73855,1700,112322,21062,28961,101
Frida,Drama,Miramax,Canada,English,2002,3.63,74235,551,143428,21535,26999,123
Summer of 85,Romance,Mandarin Production,France,French,2020,3.45,67702,1200,86740,19985,24471,101
The Sisters Brothers,Western,Why Not Productions,Belgium,English,2018,3.56,71942,66,96797,23052,20412,121
Cat People,Horror,RKO Radio Pictures,USA,English,1942,3.66,56744,279,83988,46435,22453,73
The Man Who Shot Liberty Valance,Western,Paramount,USA,English,1962,4.25,57675,800,86652,42710,26406,123
It’s Kind of a Funny Story,Comedy,Focus Features,USA,English,2010,3.27,86030,433,169261,17588,27087,102
Terminator Salvation,Thriller,The Halcyon Company,USA,English,2009,2.54,117417,20,212395,23631,16518,115
Predator 2,Thriller,Davis Entertainment,USA,English,1990,2.86,98388,103,157385,30765,24908,108
The Taking of Deborah Logan,Mystery,Guerin-Adler-Scott Pictures,USA,English,2014,3.0,78628,116,110979,23894,19959,90
Rocky V,Drama,United Artists,USA,English,1990,2.41,105448,30,172785,30327,18132,104
Heavenly Creatures,Drama,Miramax,New Zealand,English,1994,3.75,46093,513,78548,32231,18247,109
Winnie the Pooh: Blood and Honey,Horror,Jagged Edge Productions,UK,English,2023,1.1,75025,55,87257,24575,6134,84
The Wild Bunch,Western,Warner Bros.-Seven Arts,USA,English,1969,4.08,53474,612,80698,48270,21812,145
Snowden,Crime,KrautPack Entertainment,Germany,English,2016,3.23,93228,61,156215,15551,19538,134
Journey to the Center of the Earth,Adventure,New Line Cinema,USA,English,2008,2.65,114245,165,254412,16034,22996,93
The Little Prince,Family,Orange Studio,France,English,2015,3.79,90175,1900,160888,21701,40086,108
Le Bonheur,Drama,Parc Film,France,French,1965,4.11,48860,857,67319,32455,24208,79
Pacific Rim: Uprising,Action,Legendary Pictures,USA,English,2018,2.19,109938,50,174026,18646,14014,111
What’s Your Number?,Comedy,Regency Enterprises,USA,English,2011,2.89,90584,337,159345,21425,24747,106
The Way He Looks,Romance,Lacuna Filmes,Brazil,Portuguese,2014,3.91,75682,2000,111370,24797,37106,96
Neighbors 2: Sorority Rising,Comedy,Perfect World Pictures,USA,English,2016,2.49,117801,16,226744,15694,18629,92
Scrooged,Comedy,Paramount,USA,English,1988,3.32,88405,77,150670,30558,30324,101
About a Boy,Romance,Universal Pictures,France,English,2002,3.5,89554,615,183734,21348,28093,101
The English Patient,Drama,Miramax,UK,English,1996,3.57,64668,727,118122,36682,18900,162
Censor,Horror,Silver Salt Films,UK,English,2021,3.19,62744,66,78034,28949,16998,84
In a Lonely Place,Romance,Santana Pictures Corporation,USA,English,1950,4.2,52929,627,74269,42648,25465,94
Winter’s Bone,Mystery,Anonymous Content,Netherlands,English,2010,3.54,79097,137,136961,27970,21046,101
Return to Seoul,Drama,Aurora Films,Belgium,French,2022,3.66,50886,224,64676,20280,16134,119
Ender’s Game,Action,Digital Domain,USA,English,2013,2.76,113836,285,215231,15104,21152,114
Tall Girl,Drama,Wonderland Sound and Vision,USA,English,2019,1.3,119711,65,200807,14226,7159,101
Cruising,Thriller,Lorimar Film Entertainment,USA,English,1980,3.58,54704,246,74480,27448,20082,102
I Don’t Feel at Home in This World Anymore,Thriller,XYZ Films,USA,English,2017,3.42,83999,165,118621,18214,25773,96
Field of Dreams,Fantasy,Universal Pictures,USA,English,1989,3.6,80836,894,154256,32203,28916,107
Falling for Christmas,Family,WulfPak Productions,USA,English,2022,2.05,87274,11,123761,18568,11021,95
Leap Year,Romance,Birnbaum/Barber Productions,Ireland,English,2010,2.94,86603,462,169668,23048,26546,100
Romy and Michele’s High School Reunion,Comedy,Touchstone Pictures,USA,English,1997,3.52,66849,1200,121478,24301,31170,92
Truth or Dare,Horror,Blumhouse Productions,USA,English,2018,1.9,113264,41,177048,20647,11951,101
The Invisible Man,Science Fiction,Universal Pictures,USA,English,1933,3.86,60098,425,88149,44710,27821,71
The Red Turtle,Family,Wild Bunch,Belgium,No spoken language,2016,3.87,60262,435,88615,29180,23314,80
Pather Panchali,Drama,Government of West Bengal,India,"Bengali, Bangla",1955,4.3,42230,1200,62675,48153,22109,125
The Dark Crystal,Fantasy,ITC Entertainment,UK,English,1982,3.65,69011,2100,120669,30089,33280,93
Free Fire,Action,Rook Films,UK,English,2016,3.17,73445,75,98957,26887,19618,90
Taylor Swift: Reputation Stadium Tour,Music,Den of Thieves,USA,English,2018,4.46,87148,1200,128354,12835,56918,125
Valerie and Her Week of Wonders,Drama,Filmové studio Barrandov,Czechoslovakia,Czech,1970,3.54,39124,1500,57817,31093,18040,73
Lady Snowblood,Action,Tokyo Eiga,Japan,Japanese,1973,4.06,44688,428,61183,30462,23062,97
Precious,Drama,Smokewood Entertainment Group,USA,English,2009,3.62,77417,344,142327,25092,22676,110
On the Silver Globe,Drama,"Zespół Filmowy ""Pryzmat""",Poland,Polish,1988,4.02,19175,1100,27610,20569,10449,165
Midnight Run,Crime,City Light Films,USA,English,1988,3.81,69652,597,99461,24301,27906,126
Youth,Comedy,Indigo Film,France,German,2015,3.71,59431,684,90061,17113,20401,125
Shithouse,Comedy,CMR Productions,USA,English,2020,3.76,49981,520,61044,20343,22433,102
Mr. Bean’s Holiday,Family,Tiger Aspect,UK,English,2007,3.21,111834,601,245734,14118,30708,90
Hell House LLC,Mystery,Cognetti Films,USA,English,2015,3.07,75472,412,94434,26377,22444,93
The Waterboy,Comedy,Touchstone Pictures,USA,English,1998,2.84,111267,287,225634,19504,29878,90
A Good Person,Drama,Killer Films,Canada,English,2023,3.41,59581,242,70784,17864,17202,128
Day of the Dead,Mystery,Laurel Entertainment,USA,English,1985,3.77,68929,564,105934,42625,30743,101
Last Year at Marienbad,Drama,Cineriz,France,French,1961,4.1,41072,1200,65819,42120,19805,95
New Nightmare,Fantasy,New Line Cinema,USA,English,1994,3.33,78404,163,121531,49148,28607,112
Unbroken,Drama,Legendary Pictures,USA,English,2014,3.47,99269,630,158847,20364,26432,137
Boy Erased,Drama,Anonymous Content,Australia,English,2018,3.32,72898,64,106834,21381,16885,115
In the Heat of the Night,Mystery,United Artists,USA,English,1967,4.02,58223,156,84911,43816,22699,109
Trading Places,Comedy,Cinema Group Ventures,USA,English,1983,3.62,85153,259,152359,28462,31289,116
Bill & Ted Face the Music,Science Fiction,Endeavor Content,Bahamas,English,2020,2.99,77886,27,106602,22935,23193,91
The Man Who Wasn’t There,Drama,Good Machine,UK,English,2001,3.91,61393,243,93365,31184,22397,116
Unsane,Horror,Fingerprint Releasing,USA,English,2018,3.26,71096,59,97203,26887,18243,98
Speak,Drama,Speak Film Inc.,USA,English,2004,3.75,58914,1700,85575,18419,30484,89
The Invitation,Thriller,Screen Gems,USA,English,2022,2.17,80859,24,101128,21020,11061,105
